# Species	Genes	Alg.-Conn.	GCA_001553005.1_ASM155300v1_protein.faa	GCA_001553035.1_ASM155303v1_protein.faa	GCF_000019245.4_ASM1924v3_protein.faa	GCF_000027145.1_ASM2714v1_protein.faa	GCF_000063585.1_ASM6358v1_protein.faa	GCF_000145215.1_ASM14521v1_protein.faa	GCF_000166335.1_ASM16633v1_protein.faa	GCF_000166355.1_ASM16635v1_protein.faa	GCF_000166775.1_ASM16677v1_protein.faa	GCF_000196035.1_ASM19603v1_protein.faa	GCF_000242855.2_ASM24285v2_protein.faa	GCF_000473245.1_ASM47324v1_protein.faa	GCF_000763515.1_ASM76351v1_protein.faa	GCF_000769555.1_ASM76955v1_protein.faa	GCF_000829055.1_ASM82905v1_protein.faa	GCF_001042715.1_ASM104271v1_protein.faa	GCF_001050475.1_ASM105047v1_protein.faa	GCF_001687565.2_ASM168756v2_protein.faa	GCF_001687585.2_ASM168758v2_protein.faa	GCF_001687665.2_ASM168766v2_protein.faa	GCF_001951175.1_ASM195117v1_protein.faa	GCF_001971585.1_ASM197158v1_protein.faa	GCF_002009235.1_ASM200923v1_protein.faa	GCF_002706745.1_ASM270674v1_protein.faa	GCF_003606265.1_ASM360626v1_protein.faa	GCF_003614235.1_ASM361423v1_protein.faa	GCF_003641145.1_ASM364114v1_protein.faa	GCF_003641185.1_ASM364118v1_protein.faa	GCF_003999255.1_ASM399925v1_protein.faa	GCF_004103615.1_ASM410361v1_protein.faa	GCF_004785625.2_ASM478562v2_protein.faa	GCF_006007945.1_ASM600794v1_protein.faa	GCF_007954525.1_ASM795452v1_protein.faa	GCF_007954605.1_ASM795460v1_protein.faa	GCF_007954785.1_ASM795478v1_protein.faa	GCF_009648575.1_ASM964857v1_protein.faa	GCF_009913915.1_ASM991391v1_protein.faa	GCF_012396635.1_ASM1239663v1_protein.faa	GCF_014042035.1_ASM1404203v1_protein.faa	GCF_015234765.1_ASM1523476v1_protein.faa	GCF_016127255.1_ASM1612725v1_protein.faa	GCF_018363075.1_ASM1836307v1_protein.faa	GCF_900120125.1_PRJEB18020_protein.faa	GCF_900187165.1_52121_G02_protein.faa	GCF_900638015.1_54984_A01_protein.faa
33	40	0.282	KXB54987.1	KXB60321.1	WP_013245487.1	WP_012984950.1	WP_003358881.1	*	*	*	*	NP_464088.1	WP_003153413.1,WP_015387545.1	WP_009794817.1	WP_025279768.1	WP_003153413.1,WP_014419156.1	WP_025012770.1	WP_044823251.1,WP_044825585.1	WP_048706225.1	WP_006828546.1	WP_008497671.1	WP_065526778.1	*	WP_076616371.1	WP_058385838.1,WP_071154520.1	WP_010020403.1	WP_066677000.1	WP_003376355.1	WP_171284604.1	WP_175365124.1	*	WP_046129855.1,WP_046131531.1,WP_173427508.1	WP_112224398.1	WP_057814795.1	*	*	*	WP_045554404.1	*	WP_031550855.1	WP_043926775.1,WP_182070271.1	WP_179940624.1	*	*	WP_062171722.1	WP_089864277.1	WP_126320348.1
24	24	1	*	*	*	WP_012984743.1	WP_012048367.1	WP_013290918.1	WP_013412455.1	WP_013402845.1	WP_013429900.1	NP_463762.1	WP_003156398.1	WP_009791536.1	WP_014091758.1	WP_003156398.1	*	WP_044825887.1	*	WP_006828891.1	WP_008497402.1	WP_065527588.1	*	*	WP_058386759.1	*	*	WP_003380740.1	*	*	WP_127352207.1	WP_046128828.1	WP_112224730.1	*	*	*	*	WP_010990301.1	*	*	WP_003178273.1	*	*	*	*	WP_089866476.1	WP_126320275.1
24	24	1	*	*	*	WP_012984742.1	WP_003357604.1	WP_013290919.1	WP_013412456.1	WP_013402844.1	WP_013429899.1	NP_463761.1	WP_003156397.1	WP_009791535.1	WP_014091757.1	WP_007410387.1	*	WP_044825888.1	*	WP_006828890.1	WP_008497401.1	WP_065527589.1	*	*	WP_071153293.1	*	*	WP_003375111.1	*	*	WP_127352208.1	WP_046128827.1	WP_112224729.1	*	*	*	*	WP_003765052.1	*	*	WP_003178271.1	*	*	*	*	WP_089866479.1	WP_036108400.1
16	16	1	*	*	*	*	WP_003386380.1	WP_013290967.1	WP_013412487.1	WP_013402821.1	WP_013429853.1	*	*	WP_009796081.1	*	*	*	WP_044823971.1	*	WP_065537033.1	WP_008498913.1	WP_065526613.1	*	*	WP_058385646.1	*	WP_066674448.1	WP_120362037.1	*	*	WP_127352244.1	*	WP_112223729.1	*	*	*	*	*	*	*	*	*	*	*	*	WP_089862900.1	*
5	5	0.2	*	*	*	*	*	*	WP_013412529.1	*	WP_013429811.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_127351600.1	WP_006636884.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_077912784.1
15	15	1	*	*	*	*	WP_011947973.1	WP_013291037.1	WP_013412558.1	WP_013402755.1	WP_013429775.1	*	WP_003151144.1	WP_009792609.1	*	WP_014419106.1	*	WP_044826561.1	*	*	*	*	*	*	*	*	WP_066676577.1	WP_003378178.1	*	*	WP_127352303.1	WP_046130355.1	*	*	*	*	*	*	*	*	WP_182069920.1	*	*	*	*	WP_202192261.1	*
14	18	0.148	*	*	*	*	WP_011947971.1,WP_011986766.1	WP_013291039.1	WP_013412560.1	WP_013402753.1	WP_013429773.1	*	WP_003151802.1	WP_022544360.1	*	WP_014418846.1	*	WP_044826559.1	*	*	*	*	*	*	*	*	*	WP_003378176.1	*	*	WP_127352305.1	WP_046129255.1,WP_046132232.1	*	*	*	*	*	*	*	*	WP_154999801.1,WP_182070088.1,WP_182070555.1	*	*	*	*	WP_089866115.1	*
13	13	0.353	*	*	*	*	WP_011947970.1	WP_013291040.1	WP_013412561.1	WP_013402752.1	WP_041741551.1	*	WP_015387613.1	*	*	WP_014419032.1	*	WP_044826557.1	*	*	*	*	*	*	*	*	*	WP_003378174.1	*	*	WP_011916556.1	WP_046132901.1	*	*	*	*	*	*	*	*	WP_182070552.1	*	*	*	*	WP_095177193.1	*
5	5	1	*	*	*	*	*	WP_013291045.1	WP_013412566.1	WP_013402747.1	WP_013429768.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_127352309.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
17	17	1	*	*	*	WP_003747181.1	WP_012048275.1	*	*	*	*	NP_464760.1	WP_015387884.1	WP_035403573.1	WP_014092626.1	WP_022552861.1	*	WP_044823444.1	*	WP_006830976.1	WP_008496503.1	WP_065526641.1	*	*	WP_058385679.1	*	*	*	*	*	*	WP_046131938.1	WP_112224698.1	*	*	*	*	WP_153648184.1	*	*	WP_154997590.1	*	*	*	*	*	WP_003755229.1
22	22	1	*	*	*	WP_012986032.1	WP_011948189.1	WP_013291053.1	WP_013412572.1	WP_013402740.1	WP_013429753.1	NP_465424.1	WP_003153510.1	WP_009791263.1	WP_014093241.1	WP_022553040.1	*	*	*	WP_006829888.1	WP_008497771.1	WP_008431043.1	*	*	WP_071154478.1	*	WP_066679148.1	*	*	*	WP_011918194.1	WP_046129905.1	WP_112222667.1	*	*	*	*	WP_003763077.1	*	*	WP_003182918.1	*	*	*	*	*	WP_003758445.1
22	22	1	*	*	*	WP_012986033.1	WP_011948190.1	WP_013291054.1	WP_013412573.1	WP_013402739.1	WP_013429752.1	NP_465425.1	WP_015388076.1	WP_009791264.1	WP_014093242.1	WP_012117844.1	*	*	*	WP_065536791.1	WP_008497772.1	WP_065526076.1	*	*	WP_071154479.1	*	WP_120140755.1	*	*	*	WP_127351470.1	WP_046129904.1	WP_233538981.1	*	*	*	*	WP_153648735.1	*	*	WP_182070470.1	*	*	*	*	*	WP_036107058.1
10	10	1	*	*	*	*	WP_012099542.1	WP_013291087.1	WP_013412597.1	WP_013402649.1	WP_013429656.1	*	*	*	*	*	*	WP_044825872.1	*	*	*	*	*	*	*	*	*	WP_003376976.1	*	*	WP_127351450.1	WP_241657038.1	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_089866443.1	*
2	2	1	*	*	*	*	*	*	WP_013412606.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_050338075.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
9	9	0.556	*	*	*	WP_012986549.1	*	WP_013291101.1	*	WP_013402641.1	WP_013429643.1	*	*	*	WP_025280131.1	*	WP_039639639.1	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_127351438.1	WP_046129211.1	*	*	*	*	*	*	*	*	WP_182070059.1	*	*	*	*	*	*
16	16	0.655	*	*	*	WP_012986418.1	*	*	*	*	*	NP_466031.1	WP_014305922.1	*	WP_014093720.1	WP_007614078.1	*	WP_242846900.1	*	WP_006829769.1	WP_065528155.1	WP_065525772.1	*	*	WP_058384708.1	*	*	WP_003376442.1	*	*	*	WP_046129463.1	WP_135815404.1	*	*	*	*	WP_070752443.1	*	*	WP_182069992.1	*	*	*	*	WP_095178254.1	*
5	5	1	*	*	*	*	*	WP_013291111.1	WP_013412615.1	WP_013402627.1	WP_013429633.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_045175567.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
18	19	0.397	*	*	*	WP_003747806.1	*	*	*	WP_013403998.1	WP_013403998.1	NP_465042.1	WP_003151222.1	*	WP_014092879.1	WP_014419080.1	*	WP_242846871.1	*	WP_006830050.1	WP_008498752.1	WP_065527328.1	*	*	WP_071153505.1	*	*	*	*	*	WP_045173932.1	WP_046130347.1	WP_112224096.1	*	*	*	*	WP_003766988.1	*	*	WP_003185936.1,WP_154994099.1	*	*	*	*	*	WP_077912701.1
3	3	1	*	*	*	*	*	*	WP_013412629.1	WP_013402616.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_127351423.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
5	5	0.6	*	*	*	*	*	*	*	*	*	*	WP_003154904.1	*	*	WP_022553501.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_046129236.1	WP_112223332.1	*	*	*	*	*	*	*	WP_154995212.1	*	*	*	*	*	*
7	8	0.232	*	*	*	*	*	WP_237698894.1	WP_013412638.1	*	WP_013429590.1	*	*	WP_009791029.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_127351409.1	WP_046129317.1	*	*	*	*	*	*	*	*	WP_182070197.1,WP_182071041.1	*	*	*	*	*	*
6	6	1	*	*	*	*	*	WP_013291135.1	WP_013412639.1	*	WP_013429589.1	*	*	WP_009791026.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_127351408.1	WP_046129318.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
7	8	0.25	*	*	*	*	*	WP_013291136.1	WP_013412640.1	WP_013402072.1,WP_013402137.1	WP_013429588.1	*	*	WP_224949805.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_127351407.1	*	*	*	*	*	*	*	*	*	WP_182070805.1	*	*	*	*	*	*
6	6	1	*	*	*	*	*	WP_013291139.1	WP_013412642.1	WP_013402602.1	WP_013429585.1	*	*	*	*	*	*	*	*	*	*	*	*	WP_076614558.1	*	*	*	*	*	*	WP_127351404.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
19	19	1	*	*	*	*	WP_003357602.1	WP_011916845.1	WP_013412667.1	WP_011916845.1	WP_011916845.1	*	WP_003152471.1	WP_009791374.1	*	WP_003152471.1	*	WP_044824021.1	*	WP_006831137.1	WP_008496469.1	WP_008432245.1	*	*	WP_058385711.1	*	WP_066675149.1	*	*	*	WP_011916845.1	WP_046129648.1	WP_112224669.1	*	*	*	*	*	*	*	WP_020452545.1	*	*	*	*	WP_089864316.1	*
4	4	1	*	*	*	*	*	*	WP_013412677.1	*	WP_013429556.1	*	*	*	*	*	*	*	WP_048704019.1	*	*	*	*	*	*	*	*	WP_003374925.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
20	20	1	*	*	*	*	WP_003404508.1	WP_013291188.1	WP_013412687.1	WP_041723102.1	WP_013429546.1	*	WP_003154217.1	WP_009795875.1	*	WP_003154217.1	*	WP_044825922.1	*	WP_006828099.1	WP_040851396.1	WP_065527773.1	*	*	WP_071154104.1	*	WP_066673946.1	WP_003376918.1	*	*	WP_127351371.1	WP_046128940.1	WP_112224310.1	*	*	*	*	*	*	*	WP_003181822.1	*	*	*	*	WP_089864801.1	*
15	15	1	*	*	*	*	WP_003359122.1	WP_013291190.1	WP_013412689.1	WP_013402557.1	WP_013429544.1	*	WP_003154219.1	WP_009795877.1	*	WP_003154219.1	*	WP_044825923.1	*	*	*	*	*	*	*	*	WP_066676968.1	WP_003376657.1	*	*	WP_127351369.1	WP_082094012.1	*	*	*	*	*	*	*	*	WP_182070679.1	*	*	*	*	WP_089866890.1	*
15	15	1	*	*	*	*	WP_003359194.1	WP_013291191.1	WP_013412690.1	WP_013402556.1	WP_013429543.1	*	WP_003154222.1	WP_009795878.1	*	WP_014417781.1	*	WP_044825924.1	*	*	*	*	*	*	*	*	WP_066676961.1	WP_003376409.1	*	*	WP_127351368.1	WP_046128941.1	*	*	*	*	*	*	*	*	WP_003181818.1	*	*	*	*	WP_168944008.1	*
9	9	1	*	*	*	*	*	WP_013291192.1	WP_013412691.1	WP_013402555.1	WP_013429542.1	*	WP_003154225.1	*	*	WP_022553340.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_127351367.1	WP_046128942.1	*	*	*	*	*	*	*	*	WP_003181816.1	*	*	*	*	*	*
20	20	1	*	*	*	WP_012985055.1	WP_011987035.1	WP_013291193.1	WP_013412692.1	WP_013402554.1	WP_013429541.1	NP_464219.1	WP_015388231.1	WP_009795880.1	WP_014092137.1	WP_022553341.1	*	WP_044825925.1	*	*	*	*	*	*	*	*	WP_066676962.1	WP_120362112.1	*	*	WP_127351366.1	WP_046128943.1	*	*	*	*	*	WP_153648305.1	*	*	WP_182070680.1	*	*	*	*	WP_095177896.1	WP_036105030.1
20	20	1	*	*	*	*	WP_011986948.1	WP_013291195.1	WP_013412694.1	WP_013402552.1	WP_013429539.1	*	WP_015388233.1	WP_009795882.1	*	WP_014417779.1	*	WP_044825928.1	*	WP_006828098.1	WP_237146562.1	WP_008431780.1	*	*	WP_078080057.1	*	WP_066673941.1	WP_003375061.1	*	*	WP_127351364.1	WP_046128945.1	WP_112224311.1	*	*	*	*	*	*	*	WP_244958319.1	*	*	*	*	WP_089864797.1	*
25	25	0.341	*	*	*	WP_012985051.1	WP_011986949.1	WP_013291196.1	WP_013412695.1	WP_013402551.1	WP_013429538.1	NP_464208.1	WP_015388234.1	WP_009795883.1	WP_014092127.1	WP_021493683.1	*	WP_044825929.1	*	WP_065536275.1	WP_065528408.1	WP_065527511.1	*	*	WP_071154103.1	*	WP_066673939.1	WP_003376103.1	*	*	WP_127351363.1	WP_046128946.1	WP_112224312.1	*	*	*	*	WP_003770884.1	*	*	WP_154999835.1	*	*	*	*	WP_089864794.1	WP_126320549.1
25	25	1	*	*	*	WP_003746055.1	WP_003359159.1	WP_013291197.1	WP_013412696.1	WP_013402550.1	WP_013429537.1	NP_464207.1	WP_003154231.1	WP_009795884.1	WP_014092126.1	WP_014417777.1	*	WP_044825930.1	*	WP_065536276.1	WP_008499246.1	WP_065527512.1	*	*	WP_058386653.1	*	WP_066673937.1	WP_231160161.1	*	*	WP_127351362.1	WP_046128947.1	WP_121635071.1	*	*	*	*	WP_153648307.1	*	*	WP_154999834.1	*	*	*	*	WP_089864790.1	WP_036105017.1
25	25	0.8	*	*	*	WP_012985050.1	WP_011986950.1	WP_237698895.1	WP_013412697.1	WP_013402549.1	WP_013429536.1	NP_464206.1	WP_003154232.1	WP_009795885.1	WP_014092125.1	WP_014417776.1	*	WP_052661527.1	*	WP_065536277.1	WP_008499245.1	WP_008431775.1	*	*	WP_078080056.1	*	WP_066673935.1	WP_243128940.1	*	*	WP_127351361.1	WP_046128948.1	WP_112224314.1	*	*	*	*	WP_003770881.1	*	*	WP_154999850.1	*	*	*	*	WP_169712356.1	WP_036105015.1
21	21	0.697	*	*	*	WP_003751384.1	*	WP_013291198.1	WP_013412698.1	WP_013402548.1	WP_013429535.1	NP_464205.1	WP_003154233.1	WP_009795886.1	WP_014092124.1	WP_022553342.1	*	WP_044825932.1	*	WP_006828094.1	WP_040851373.1	WP_065527513.1	*	*	WP_071154102.1	*	*	*	*	*	WP_127351360.1	WP_099047037.1	WP_112224315.1	*	*	*	*	WP_003724417.1	*	*	WP_043926383.1	*	*	*	*	*	WP_003754650.1
25	25	0.399	*	*	*	WP_003718817.1	WP_003359192.1	WP_013291199.1	WP_013412699.1	WP_013402547.1	WP_013429534.1	NP_464204.1	WP_003154234.1	WP_009795887.1	WP_003718817.1	WP_003154234.1	*	WP_044825933.1	*	WP_006828093.1	WP_008431772.1	WP_008431772.1	*	*	WP_049693911.1	*	WP_066673934.1	WP_003376399.1	*	*	WP_127351359.1	WP_046128950.1	WP_112224316.1	*	*	*	*	WP_003718817.1	*	*	WP_003181801.1	*	*	*	*	WP_089864785.1	WP_003754647.1
25	25	1	*	*	*	WP_003751382.1	WP_003359303.1	WP_013291200.1	WP_013412700.1	WP_013402546.1	WP_083789240.1	NP_464203.1	WP_003154235.1	WP_009795888.1	WP_014092122.1	WP_007409786.1	*	WP_082058285.1	*	WP_006828092.1	WP_008499243.1	WP_008431770.1	*	*	WP_071154101.1	*	WP_066673932.1	WP_003375770.1	*	*	WP_127351358.1	WP_046128951.1	WP_112224317.1	*	*	*	*	WP_153648308.1	*	*	WP_182070682.1	*	*	*	*	WP_095177839.1	WP_003754646.1
19	19	0.236	*	*	*	*	WP_003359271.1	WP_013291202.1	WP_013412702.1	WP_013291202.1	WP_013291202.1	*	WP_012118670.1	WP_009792595.1	*	WP_012118670.1	*	WP_044825408.1	*	WP_006829255.1	WP_008496886.1	WP_065525514.1	*	*	WP_071153043.1	*	WP_066676960.1	WP_003375220.1	*	*	WP_011916809.1	WP_046130282.1	WP_112221225.1	*	*	*	*	*	*	*	WP_094777382.1	*	*	*	*	*	*
25	25	0.595	*	*	*	WP_012985060.1	WP_011987032.1	WP_013291203.1	WP_013412703.1	WP_013402544.1	WP_013429531.1	NP_464227.1	WP_003154239.1	WP_009795891.1	WP_014092145.1	WP_014417774.1	*	WP_044825936.1	*	WP_006828090.1	WP_008499241.1	WP_065527514.1	*	*	WP_078080054.1	*	WP_066676956.1	WP_045014889.1	*	*	WP_127351356.1	WP_046128952.1	WP_112224318.1	*	*	*	*	WP_003770895.1	*	*	WP_182070683.1	*	*	*	*	WP_095177894.1	WP_036105034.1
25	25	0.253	*	*	*	WP_003746093.1	WP_011987033.1	WP_013291204.1	WP_013412704.1	WP_013402543.1	WP_013429530.1	NP_464226.1	WP_003154240.1	WP_009795892.1	WP_014092144.1	WP_003154240.1	*	WP_044825937.1	*	WP_065536278.1	WP_065528407.1	WP_065527515.1	*	*	WP_078080052.1	*	WP_066676958.1	WP_120362111.1	*	*	WP_127351355.1	WP_046128953.1	WP_112224319.1	*	*	*	*	WP_003765817.1	*	*	WP_182070684.1	*	*	*	*	WP_089866909.1	WP_126320547.1
9	9	0.222	*	*	*	*	WP_012047905.1	WP_013291205.1	WP_013412705.1	WP_013402542.1	WP_013429529.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_066673929.1	WP_003376380.1	*	*	WP_127351354.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_095177840.1	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_046128954.1	*	*	*	*	*	*	*	*	WP_144582884.1	*	*	*	*	*	*
20	20	1	*	*	*	*	WP_003359200.1	WP_013291206.1	WP_013412706.1	WP_013402541.1	WP_013429528.1	*	WP_003154243.1	WP_009795894.1	*	WP_003154243.1	*	WP_044825941.1	*	WP_006828088.1	WP_040851368.1	WP_008431761.1	*	*	WP_058386660.1	*	WP_066673925.1	WP_003375236.1	*	*	WP_011916805.1	WP_046128955.1	WP_112224320.1	*	*	*	*	*	*	*	WP_003181786.1	*	*	*	*	WP_089864766.1	*
25	25	1	*	*	*	WP_012985070.1	WP_003359190.1	WP_013291215.1	WP_013412715.1	WP_013402532.1	WP_013429519.1	NP_464241.1	WP_003154256.1	WP_009795903.1	WP_014092158.1	WP_003154256.1	*	WP_044825949.1	*	WP_006828081.1	WP_008499232.1	WP_065527521.1	*	*	WP_071154096.1	*	WP_066673910.1	WP_003376588.1	*	*	WP_127351347.1	WP_046128963.1	WP_112224326.1	*	*	*	*	WP_003760986.1	*	*	WP_182070689.1	*	*	*	*	WP_089864744.1	WP_003754711.1
25	25	0.177	*	*	*	WP_012985069.1	WP_011986960.1	WP_013291216.1	WP_013412716.1	WP_013402531.1	WP_013429518.1	NP_464240.1	WP_003154257.1	WP_009795904.1	WP_014092157.1	WP_022553346.1	*	WP_044825950.1	*	WP_065536284.1	WP_065528405.1	WP_065527522.1	*	*	WP_071154095.1	*	WP_066673908.1	WP_003376848.1	*	*	WP_127351346.1	WP_046128964.1	WP_112224327.1	*	*	*	*	WP_010990567.1	*	*	WP_154999498.1	*	*	*	*	WP_089864741.1	WP_126320546.1
25	25	0.112	*	*	*	WP_012985068.1	WP_011986961.1	WP_013291217.1	WP_013412717.1	WP_013402530.1	WP_013429517.1	NP_464239.1	WP_007409777.1	WP_022543713.1	WP_014092156.1	WP_007409777.1	*	WP_044825951.1	*	WP_006828079.1	WP_008499228.1	WP_065527523.1	*	*	WP_071154094.1	*	WP_066673906.1	WP_003375439.1	*	*	WP_011916794.1	WP_065894398.1	WP_084243338.1	*	*	*	*	WP_003724447.1	*	*	WP_182070690.1	*	*	*	*	WP_238021314.1	WP_003754707.1
25	25	1	*	*	*	WP_003718856.1	WP_011986962.1	WP_013291218.1	WP_013412718.1	WP_013402529.1	WP_041741524.1	NP_464238.1	WP_003154259.1	WP_009795906.1	WP_003718856.1	WP_022553347.1	*	WP_044825952.1	*	WP_006828078.1	WP_008499226.1	WP_008431742.1	*	*	WP_058386669.1	*	WP_066673900.1	WP_003375856.1	*	*	WP_127351345.1	WP_046128966.1	WP_112224328.1	*	*	*	*	WP_003721832.1	*	*	WP_009328519.1	*	*	*	*	WP_095177847.1	WP_036105052.1
25	25	0.755	*	*	*	WP_012985067.1	WP_003361361.1	WP_013291219.1	WP_013412719.1	WP_238524597.1	WP_013429515.1	NP_464237.1	WP_003154260.1	WP_022543712.1	WP_014092155.1	WP_003154260.1	*	WP_044825953.1	*	WP_006828077.1	WP_008499225.1	WP_065527524.1	*	*	WP_071154093.1	*	WP_066673896.1	WP_003375115.1	*	*	WP_127351344.1	WP_046128967.1	WP_112224329.1	*	*	*	*	WP_153648304.1	*	*	WP_025804533.1	*	*	*	*	WP_242955757.1	WP_003754704.1
8	8	0.5	*	*	*	*	WP_011947960.1	WP_013291226.1	WP_013412727.1	WP_013402519.1	WP_013429506.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_127351336.1	WP_046129073.1	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_089866691.1	*
15	16	0.432	*	*	*	*	*	WP_013291229.1	WP_013412730.1	WP_013402516.1	WP_013429503.1	NP_465196.1	*	WP_009795304.1	*	WP_029973931.1	*	*	*	WP_065536400.1,WP_065537092.1	WP_065527850.1	WP_065526765.1	*	*	WP_071153365.1	*	*	WP_003378444.1	*	*	WP_127351331.1	*	WP_112224582.1	*	*	*	*	WP_153648067.1	*	*	*	*	*	*	*	*	*
6	6	1	*	*	*	*	*	WP_013291231.1	WP_013412732.1	WP_013402514.1	WP_013429501.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_127351329.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_089863563.1	*
3	3	1	*	*	*	*	*	*	WP_013412734.1	*	WP_013429499.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_127351327.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
11	11	0.593	*	*	*	*	*	*	*	WP_013404234.1	WP_013429413.1	*	*	WP_009791454.1	*	WP_014418798.1	*	*	*	WP_006828517.1	WP_008497697.1	WP_065526802.1	*	*	*	*	*	*	*	*	WP_127350924.1	WP_046131644.1	WP_112224432.1	*	*	*	*	*	*	*	WP_035339277.1	*	*	*	*	*	*
11	11	0.159	*	*	*	*	*	WP_013291262.1	WP_013412763.1	WP_013402487.1	WP_013429473.1	*	WP_015387873.1	*	*	WP_022552846.1	*	*	*	*	*	WP_065525150.1	*	*	*	*	*	*	*	*	WP_127352501.1	WP_046132164.1	*	*	*	*	*	*	*	*	WP_182070993.1	*	*	WP_213224118.1	*	*	*
6	6	0.198	*	*	*	*	*	*	WP_013412772.1	WP_013402486.1	WP_013429464.1	*	*	*	*	*	*	*	*	*	WP_008496585.1	WP_065527115.1	*	*	WP_071153896.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
9	9	0.369	*	*	*	*	*	*	WP_013412796.1	WP_013402440.1	WP_013429445.1	*	*	WP_009794404.1	*	*	*	WP_044826153.1	*	WP_065537311.1	WP_008497371.1	*	*	*	*	*	*	*	*	*	*	WP_065894722.1	WP_112223339.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*
4	4	1	*	*	*	*	*	*	WP_013412806.1	*	*	*	WP_015387616.1	*	*	WP_014419027.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_135815338.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*
13	14	0.373	*	*	*	*	*	WP_013291294.1	WP_013412818.1	WP_013402435.1	WP_013429416.1	*	WP_003153679.1	WP_022544089.1	*	WP_022553216.1	*	WP_044825755.1,WP_044826377.1	*	*	*	*	*	*	*	*	WP_066673968.1	*	*	*	WP_127351035.1	WP_046129587.1	*	*	*	*	*	*	*	*	WP_154994655.1	*	*	*	*	WP_089863013.1	*
24	24	1	*	*	*	WP_012986481.1	WP_003386862.1	WP_041742815.1	WP_013412827.1	WP_041723093.1	WP_041741497.1	NP_466113.1	WP_003156567.1	WP_009791289.1	WP_014093798.1	WP_007410418.1	*	WP_044824535.1	*	WP_006828963.1	WP_065528395.1	WP_065527556.1	*	*	WP_058386705.1	*	WP_066674763.1	WP_004444207.1	*	*	WP_127351026.1	WP_046128876.1	WP_135815794.1	*	*	*	*	WP_153648569.1	*	*	WP_154999522.1	*	*	*	*	WP_095177181.1	*
3	3	1	*	*	*	*	*	WP_013291308.1	WP_013412828.1	WP_013402421.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
14	17	0.29	*	*	*	*	WP_003355850.1	*	*	*	*	*	WP_003155348.1	WP_009791138.1	*	WP_007408449.1	*	WP_044823416.1	*	WP_006829090.1	WP_008498336.1	WP_065525277.1	*	*	WP_071153354.1	*	*	WP_003375263.1	*	*	*	WP_046129695.1,WP_046130351.1	WP_112221435.1,WP_135815711.1	*	*	*	*	*	*	*	WP_154996067.1,WP_154996499.1	*	*	*	*	WP_089868191.1	*
15	15	0.304	*	*	*	*	WP_011948744.1	*	*	*	WP_013429405.1	*	WP_003152389.1	WP_009795359.1	*	WP_022552818.1	*	*	*	WP_006829986.1	WP_008497204.1	WP_065526718.1	*	*	WP_078080288.1	*	*	*	WP_021731046.1	WP_050340156.1	WP_127351042.1	WP_046131903.1	WP_112224621.1	*	*	*	*	*	*	*	WP_154998915.1	*	*	*	*	*	*
